time,summary
1728415729.0067947,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20457 > 2603:1040:a06:6::1:https A
1728415729.335415,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3379138,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3379138,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3472662,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3683763,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415729.3683763,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3683763,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3683763,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3683763,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3772125,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3772125,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3772125,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.3772125,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.3772125,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.390429,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415729.390429,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.390429,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20968 > 2404:6800:4009:802::200e:https A / Raw
1728415729.3971462,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20968 A
1728415729.403226,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.408242,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415729.408242,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415729.408242,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415729.408242,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https PA / Raw
1728415729.4384947,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A
1728415730.027615,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20989 > 2404:6800:4009:82f::200e:https A / Raw
1728415730.0511882,Ether / IPv6 / TCP 2404:6800:4009:82f::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20989 A
1728415730.1865602,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415730.3731418,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415730.3769531,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415730.3769531,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https A / Raw
1728415730.4161296,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https A / Raw
1728415730.4183583,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https PA / Raw
1728415730.4188175,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https PA / Raw
1728415730.4188175,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415730.466884,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415730.466884,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415730.466884,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415730.466884,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 A
1728415730.466884,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 A
1728415730.4743798,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 A
1728415730.476405,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415730.5284095,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 PA / Raw
1728415730.537981,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 PA / Raw
1728415730.5402043,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https A
1728415730.5402043,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 PA / Raw
1728415730.5679135,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 PA / Raw
1728415730.5679135,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https A
1728415730.5679135,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 > 2404:6800:4009:802::200e:https PA / Raw
1728415730.5764656,Ether / IPv6 / TCP 2404:6800:4009:802::200e:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20930 A
1728415730.9293215,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https PA / Raw
1728415730.9486976,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A
1728415731.1876788,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20969 > 2404:6800:4009:803::200a:https A / Raw
1728415731.2288454,Ether / IPv6 / TCP 2404:6800:4009:803::200a:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20969 A
1728415731.5069733,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20961 > 2404:6800:4009:826::2003:https A / Raw
1728415731.5369477,Ether / IPv6 / TCP 2404:6800:4009:826::2003:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20961 A
1728415731.6895561,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https PA / Raw
1728415731.696932,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https PA / Raw
1728415731.87039,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415731.8733938,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415731.8759608,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415731.878623,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415731.881075,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A / Raw
1728415731.881075,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https A
1728415731.881075,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 PA / Raw
1728415731.881075,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https PA / Raw
1728415731.881075,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 > 2600:140f:6800::17d7:d753:https PA / Raw
1728415731.8985422,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A
1728415731.9071827,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 PA / Raw
1728415731.9071827,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 A
1728415731.9164453,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https A
1728415731.918573,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 A
1728415731.9199796,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https A
1728415731.921901,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 PA / Raw
1728415731.9224036,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 PA / Raw
1728415731.9224036,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https A
1728415731.9269438,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https PA / Raw
1728415731.9269438,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https PA / Raw
1728415731.9269438,Ether / IP / TCP 192.168.57.164:20979 > 54.160.224.39:https PA / Raw
1728415731.9269438,Ether / IPv6 / TCP 2600:140f:6800::17d7:d753:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20928 A
1728415732.097801,Ether / IPv6 / TCP 2404:6800:4009:832::200a:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20655 PA / Raw
1728415732.1174505,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20655 > 2404:6800:4009:832::200a:https PA / Raw
1728415732.1673565,Ether / IPv6 / TCP 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20655 > 2404:6800:4009:832::200a:https PA / Raw
1728415732.1673565,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 A
1728415732.2064245,Ether / IPv6 / TCP 2404:6800:4009:832::200a:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20655 A
1728415732.2069657,Ether / IPv6 / TCP 2404:6800:4009:832::200a:https > 2401:4900:57b7:1376:d87b:98f2:2336:1b62:20655 A
1728415732.2069657,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 A
1728415732.2154386,Ether / IP / TCP 54.160.224.39:https > 192.168.57.164:20979 PA / Raw
